Title,Published Date,Type,Link,Authors,Abstract
Effects of Forest Bathing (Shinrin-Yoku) in stressed people,14 Oct 2024,Original Research,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2024.1458418/full,"Luca Queirolo, teresa fazia, Andrea Roccon, elisa pistollato, luigi gatti, Luisa Bernardinelli, Gastone Zanette, franco berrino",Abstract not available.
Antecedents and consequences of academic help-seeking in online STEM learning,14 Oct 2024,Original Research,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2024.1438299/full,"Sungjun Won, Yujin Chang",Abstract not available.
"Running, Walking, and Cross-country Skiing: How to Shape Adolescents' Personalities through Physical Activity ?",14 Oct 2024,Original Research,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2024.1489131/full,"Yucheng Gao, Xiaotian Li",Abstract not available.
A Scaffolding Intervention to Improve Self-Efficacy in Source-Based,14 Oct 2024,Original Research,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2024.1454104/full,Besma Allagui,Abstract not available.
Evaluating Flourishing: A Comparative Analysis of Four Measures Using Item Pool Visualization,14 Oct 2024,Original Research,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2024.1458946/full,"Veronika Ploke, Bernad Batinic, Stefan Stieger",Abstract not available.
"Normative Study of SATURN: A Digital, Self-administered, Open-Source Cognitive Assessment Tool for Italians Aged 50-80",14 Oct 2024,Original Research,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2024.1456619/full,"Francesco Giaquinto, Sara Assecondi, Giuliana Leccese, Daniele Romano, Paola Angelelli",Abstract not available.
Relationship between physical exercise and college students' social adaptation: the chain mediating role of self-esteem and peer attachment,14 Oct 2024,Original Research,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2024.1453675/full,"Zehui Zhou, Kelei Guo, Siqiang Guo, Lang Chen",Abstract not available.
The Influence of Family Socioeconomic Status on College Students' Mental Health Literacy: The Chain Mediating Effect of Parenting Styles and Interpersonal Relationships,14 Oct 2024,Original Research,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2024.1477221/full,"Jie Wu, Haoyuan Shen, Yunbo Shen, Xianglin Liao, Xianglian Yu",Abstract not available.
Improving mental health among intensive care unit staff with communication skills training,14 Oct 2024,Original Research,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2024.1454702/full,"Johan Holmberg, Ingvar Rosendahl, Rebecca Andersson, Mike K. Kemani, Linda Holmström, Lars-Göran Öst, Rikard K. Wicksell,","Purpose:Intensive Care Unit (ICU) staff report that a large part of the work-related distress they experience is related to communication situations with colleagues, patients, and relatives. Based on these findings, the aim of the present study was to preliminary evaluate the effects of a novel Communication Skills Training (CST) program on mental health among ICU staff."
Exploring the link between sedentary behavior and cognitive decline: a comprehensive study combining Mendelian randomization and animal model experiments,14 Oct 2024,Original Research,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2024.1407846/full,"Yupeng Bai, Mengke Liu, Yan Fang, Ruonan Zhan","Objective:The causal link between detrimental behaviors and cognitive performance remains unclear. This research seeks to investigate the causal impact of adjustable lifestyle factors on cognitive deterioration, including frequency of alcohol intake, onset of smoking, and sedentary activities like prolonged television viewing."
From the lab to the field and back: the effects of need satisfaction on reconciliation among Germans and Israelis,14 Oct 2024,Original Research,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2024.1243158/full,"Gali Pesin-Michael, Ruth K. Ditlmann, Nurit Shnabel","Introduction:Previous lab experiments supported the needs-based model of reconciliation, which posits that discussing historical transgressions enhances the need for acceptance in groups perceived as perpetrators and empowerment in groups perceived as victims. Addressing these needs (e.g., through accepting or empowering messages from outgroup members) increases willingness to reconcile. This study tests this model in a real-world settings."
Effects of activity participation and cognitive levels on depression in middle-aged and older adults with chronic illness: a national cross-sectional study,14 Oct 2024,Original Research,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2024.1415715/full,"Lei Jin, Feiyue Jing","Introduction:The world population is rapidly aging, and depression mainly affects middle-aged and older adults with chronic diseases and cognitive impairments. The sample for this study was obtained from the China Health and Retirement Longitudinal Study (CHARLS) public database. The sample size for inclusion was 12,767. There were 6,773 females and 5,994 males, with an overall low level of education. This study aims to provide a theoretical and practical reference basis for the clinical non-pharmacological treatment of depression in middle-aged and older adults (age ≥ 50 years) with chronic diseases. Additionally, the study seeks to promote the development of mental health interventions for middle-aged and older adults (age ≥ 50 years) with chronic diseases, ultimately enhancing the sense of well-being and quality of life for this demographic."
“I feel so small and big at the same time”—exploring body experience and binge eating disorder following inpatient treatment: a qualitative study,14 Oct 2024,Original Research,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2024.1432011/full,"Helene T. Olsen, Sunniva B. Vangen, Line Indrevoll Stänicke, KariAnne Vrabel,","Background:Limited research into binge eating disorder (BED), a low treatment rate, and a lack of treatment rights, reflects a marginalized disorder in society and a treatment context."
Self-regulation and performance among elite youth soccer players: the role of approach-avoidance motivation,14 Oct 2024,Original Research,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2024.1416931/full,"Mounir Hamoud, Stig Arve Sæther, Gunnar Bjørnebekk",Introduction and methods:This study aimed to investigate the motivational processes behind self-regulated learning and performance among 192 soccer players (82 girls) for three age groups (14–16 years old) eligible for the Norwegian national football team. A conditional process model was proposed and tested with achievement goals as mediators between achievement motives on the one hand and coach-reported performance and self-regulated learning on the other hand. The probability of success was examined as a potential moderator in the motivational process.
